Portfolio,Owner,Instrument,Date,Price
UOB,Apple,Equity,18/06/2018 03:51:52,94.01
Deutsche Bank,Google,Bond,07/07/2018 08:02:58,472.32
Fannie Mae,Walmart,CDS,17/03/2018 02:45:14,398.60
UOB,Walmart,Futures,28/08/2018 03:33:16,951.79
Fannie Mae,Walmart,Swap,02/10/2018 21:10:29,12.75
Bank of America,Samsung,Loan,04/11/2018 05:22:57,438.61
Finanz Informatik,Walmart,Swap,25/09/2018 03:44:23,513.54
UOB,Toyota,Swap,07/10/2018 16:40:49,104.07
State Bank of India,Microsoft,Options,13/05/2018 01:22:34,143.15
Deutsche Bank,Walmart,Futures,24/07/2018 12:41:19,406.36
Fannie Mae,Samsung,Swap,24/07/2018 18:54:29,915.47
Bank of America,SimCorp,Deposit,17/03/2018 02:05:32,340.99
Deutsche Bank,Google,Swap,11/09/2018 05:23:24,207.83
State Bank of India,Amazon,Swap,16/03/2018 04:19:59,698.86
BNP Paribas,Samsung,Swap,08/01/2018 05:50:11,366.04
Barclays,Google,Bond,07/02/2018 23:53:15,738.46
Barclays,SimCorp,Options,14/12/2018 05:39:32,132.47
Deutsche Bank,Apple,Swap,21/08/2018 20:15:51,337.14
Finanz Informatik,Google,Futures,09/02/2018 20:17:46,109.41
Fannie Mae,Apple,Deposit,08/11/2018 14:21:59,586.55
Bank of America,Microsoft,Options,02/06/2018 08:09:29,98.41
UOB,Apple,Deposit,09/01/2018 05:02:23,167.52
State Bank of India,Samsung,Options,07/02/2018 16:18:07,444.33
Bank of America,Microsoft,Loan,18/05/2018 01:40:03,72.39
Deutsche Bank,Samsung,Futures,23/08/2018 05:16:46,111.42
Bank of America,Ford,Loan,06/11/2018 16:46:26,86.66
BNP Paribas,Apple,Equity,25/03/2018 12:42:27,96.96
Bank of America,Ford,Loan,28/09/2018 03:29:55,145.12
Barclays,SimCorp,Options,16/04/2018 13:54:28,35.06
Finanz Informatik,Microsoft,Deposit,26/10/2018 15:39:10,146.33
Bank of America,Samsung,Loan,15/04/2018 14:42:39,255.07
Fannie Mae,Samsung,Bond,26/03/2018 13:29:52,162.46
Bank of America,Microsoft,Loan,01/06/2018 07:11:30,282.39
Barclays,Microsoft,Equity,15/01/2018 15:10:16,298.87
UOB,Microsoft,Options,22/01/2018 10:09:35,712.84
Fannie Mae,Samsung,Futures,19/05/2018 06:30:53,379.60
Barclays,Google,Swap,18/08/2018 20:39:04,83.76
Finanz Informatik,Google,Bond,15/09/2018 09:41:15,257.20
Fannie Mae,Walmart,CDS,05/05/2018 16:51:48,456.84
Fannie Mae,Microsoft,Bond,15/07/2018 15:22:58,123.65
Deutsche Bank,Apple,Deposit,01/07/2018 22:40:42,389.06
Bank of America,Microsoft,Equity,03/08/2018 20:32:30,337.42
BNP Paribas,Samsung,CDS,05/06/2018 03:13:37,417.87
BNP Paribas,Toyota,Deposit,25/10/2018 02:43:07,194.25
BNP Paribas,Google,Swap,20/01/2018 21:04:22,97.22
BNP Paribas,Samsung,Options,25/06/2018 21:24:25,294.67
Deutsche Bank,Apple,Futures,09/01/2018 20:27:24,369.94
BNP Paribas,Amazon,Equity,27/03/2018 20:56:37,103.09
BNP Paribas,Samsung,Equity,22/07/2018 04:11:21,264.32
Deutsche Bank,Microsoft,CDS,14/05/2018 22:40:53,894.53
Barclays,Toyota,Options,17/05/2018 16:41:19,656.55
State Bank of India,Samsung,CDS,26/02/2018 21:50:58,67.80
Deutsche Bank,Apple,Futures,11/10/2018 19:42:45,59.65
Fannie Mae,Apple,Deposit,24/11/2018 09:17:51,79.28
Barclays,Samsung,Deposit,02/11/2018 21:38:36,181.57
BNP Paribas,Toyota,CDS,06/08/2018 08:11:47,310.99
State Bank of India,Ford,Options,24/07/2018 21:54:46,793.98
Bank of America,Ford,Bond,20/02/2018 19:16:37,160.28
Fannie Mae,Apple,Loan,25/03/2018 12:25:16,409.47
Fannie Mae,SimCorp,Deposit,04/02/2018 13:20:20,400.40
State Bank of India,Samsung,Loan,28/12/2018 03:39:30,4.76
BNP Paribas,Walmart,Bond,17/07/2018 21:40:23,418.68
Barclays,Walmart,Bond,11/09/2018 03:08:53,262.64
Barclays,Ford,Options,15/08/2018 08:45:19,0.17
UOB,Ford,Loan,14/04/2018 14:27:21,146.73
UOB,Ford,CDS,20/08/2018 08:48:36,182.99
State Bank of India,Toyota,Options,27/09/2018 03:58:26,492.61
Fannie Mae,Amazon,Equity,15/11/2018 13:16:46,355.29
Deutsche Bank,Samsung,Loan,10/09/2018 12:13:56,223.84
Barclays,Google,Deposit,22/04/2018 02:25:39,241.49
Deutsche Bank,Apple,Loan,04/04/2018 12:45:52,142.28
BNP Paribas,Apple,Loan,06/10/2018 06:25:45,27.70
State Bank of India,Apple,Options,23/10/2018 23:36:51,187.17
Fannie Mae,Walmart,Futures,05/12/2018 15:25:06,49.46
UOB,Amazon,Deposit,04/10/2018 11:50:58,519.21
Deutsche Bank,Walmart,Loan,12/12/2018 14:31:34,74.96
State Bank of India,Ford,Deposit,01/09/2018 11:38:22,112.43
UOB,Microsoft,Equity,19/07/2018 14:14:44,388.06
Fannie Mae,Walmart,CDS,23/07/2018 12:21:29,277.25
BNP Paribas,Samsung,Options,27/06/2018 20:34:09,313.70
UOB,SimCorp,Loan,21/07/2018 08:30:43,541.01
Finanz Informatik,Samsung,Swap,01/02/2018 07:10:13,222.35
BNP Paribas,Google,Deposit,13/02/2018 23:42:42,494.39
BNP Paribas,Apple,Swap,15/01/2018 16:18:10,503.40
State Bank of India,Walmart,Equity,06/09/2018 08:58:29,416.08
Deutsche Bank,Amazon,Loan,16/04/2018 16:37:14,304.93
Deutsche Bank,Samsung,Bond,24/06/2018 07:49:51,106.64
State Bank of India,Ford,Futures,15/06/2018 11:55:11,254.41
State Bank of India,Google,Loan,04/12/2018 15:48:42,165.17
BNP Paribas,Apple,Bond,23/01/2018 05:31:46,397.63
Bank of America,Google,Swap,20/01/2018 17:58:50,769.71
Deutsche Bank,SimCorp,Loan,22/01/2018 10:32:11,129.87
Barclays,Google,Futures,09/10/2018 21:58:20,93.42
State Bank of India,Google,Loan,17/12/2018 21:20:12,249.32
Deutsche Bank,Ford,Swap,04/05/2018 14:43:59,108.18
Deutsche Bank,Amazon,Futures,13/08/2018 10:43:08,123.55
Deutsche Bank,Walmart,Equity,04/05/2018 14:07:22,640.97
BNP Paribas,Amazon,Swap,15/12/2018 12:09:02,423.22
Fannie Mae,Ford,Bond,19/03/2018 14:42:42,480.33
Fannie Mae,Google,Futures,20/05/2018 01:45:35,134.18
Barclays,Amazon,Options,08/05/2018 08:24:32,131.99
Finanz Informatik,Toyota,Futures,19/01/2018 18:36:58,97.52
State Bank of India,Amazon,Deposit,21/04/2018 21:55:32,419.76
UOB,Walmart,Deposit,07/02/2018 19:27:39,127.21
Fannie Mae,Google,Options,26/08/2018 11:44:22,391.52
Barclays,Toyota,Deposit,18/09/2018 02:32:14,729.32
Barclays,Samsung,Loan,06/08/2018 17:54:20,288.18
Finanz Informatik,Ford,Bond,10/05/2018 17:48:14,716.48
Fannie Mae,Walmart,Deposit,03/04/2018 23:42:06,131.56
Finanz Informatik,Microsoft,Bond,26/08/2018 08:52:01,124.49
Bank of America,Amazon,Options,19/12/2018 11:46:28,113.85
Finanz Informatik,Microsoft,Deposit,07/05/2018 20:07:01,334.59
State Bank of India,Samsung,Deposit,17/09/2018 02:56:25,142.11
UOB,Samsung,Deposit,20/03/2018 18:02:50,49.23
Fannie Mae,Microsoft,CDS,25/08/2018 23:24:37,421.81
Fannie Mae,Samsung,Options,06/03/2018 18:35:51,58.99
Bank of America,Amazon,Bond,02/05/2018 11:28:38,215.16
UOB,Microsoft,Futures,01/11/2018 18:06:11,361.04
Deutsche Bank,Microsoft,Bond,23/05/2018 23:17:38,525.57
Fannie Mae,Google,Options,04/01/2018 20:15:21,911.95
Barclays,Toyota,Swap,07/11/2018 22:28:40,277.97
Deutsche Bank,Amazon,Bond,27/09/2018 05:19:36,92.73
Fannie Mae,Samsung,CDS,09/10/2018 15:46:22,87.57
Bank of America,Toyota,Options,04/05/2018 21:24:09,187.22
Bank of America,Walmart,Futures,08/07/2018 18:08:47,131.65
Bank of America,Walmart,Deposit,06/07/2018 16:06:09,82.53
Fannie Mae,Apple,Swap,27/01/2018 22:50:40,394.88
UOB,Google,Futures,16/09/2018 14:22:09,76.28
Bank of America,Ford,Loan,19/11/2018 20:58:03,300.93
UOB,Microsoft,Options,19/07/2018 10:40:27,91.14
State Bank of India,SimCorp,Equity,03/01/2018 09:11:03,233.11
Finanz Informatik,Ford,Options,03/02/2018 05:50:06,648.41
State Bank of India,Samsung,Futures,07/02/2018 13:39:53,63.59
State Bank of India,Ford,Options,18/03/2018 02:46:13,13.79
Deutsche Bank,Ford,Bond,05/07/2018 20:38:26,274.13
Bank of America,Walmart,Bond,12/06/2018 03:58:05,242.47
Deutsche Bank,Microsoft,Swap,20/11/2018 09:23:26,484.74
Barclays,Walmart,Loan,12/01/2018 01:45:55,60.79
State Bank of India,Microsoft,Futures,16/08/2018 08:50:05,405.65
BNP Paribas,Toyota,Futures,17/03/2018 10:56:12,429.13
Barclays,Google,Swap,01/06/2018 22:14:01,704.21
Finanz Informatik,Apple,Equity,18/06/2018 11:52:23,38.97
Bank of America,Microsoft,CDS,27/12/2018 18:15:08,117.18
BNP Paribas,Walmart,Bond,25/02/2018 17:16:58,49.43
BNP Paribas,Samsung,Swap,05/05/2018 01:34:54,384.46
Bank of America,SimCorp,Swap,07/07/2018 05:32:59,130.57
Deutsche Bank,Apple,Options,09/01/2018 19:59:57,169.74
Fannie Mae,Samsung,Deposit,07/08/2018 17:18:17,540.88
Fannie Mae,Amazon,Options,14/04/2018 13:39:32,780.16
Fannie Mae,Microsoft,Options,26/04/2018 01:17:55,667.41
BNP Paribas,Walmart,Loan,27/09/2018 15:44:15,37.76
State Bank of India,Microsoft,Equity,04/07/2018 09:34:13,163.43
Fannie Mae,SimCorp,Bond,21/11/2018 22:23:31,470.47
Barclays,Amazon,Equity,26/06/2018 14:02:51,224.87
UOB,Amazon,Loan,23/05/2018 22:06:58,343.71
Barclays,Apple,Loan,06/04/2018 14:34:25,112.99
Finanz Informatik,Microsoft,Options,03/01/2018 12:05:41,959.22
Finanz Informatik,Toyota,Deposit,28/10/2018 18:13:39,359.73
UOB,Amazon,Loan,23/02/2018 10:05:51,64.44
BNP Paribas,Walmart,Swap,17/05/2018 13:52:12,127.35
UOB,Amazon,Loan,07/08/2018 17:15:33,122.75
Finanz Informatik,Ford,Loan,05/02/2018 20:54:21,172.40
Barclays,Microsoft,Futures,16/04/2018 18:50:25,186.63
State Bank of India,Apple,Loan,27/10/2018 10:03:41,84.49
Fannie Mae,SimCorp,Futures,28/11/2018 03:16:43,155.88
Deutsche Bank,SimCorp,Swap,25/08/2018 15:02:07,184.68
State Bank of India,Samsung,Loan,15/12/2018 09:34:35,54.56
UOB,Microsoft,Futures,15/03/2018 21:45:30,150.24
Barclays,Apple,Equity,22/06/2018 09:05:41,129.06
Barclays,Ford,Options,06/06/2018 08:09:31,357.67
Bank of America,Toyota,Options,27/07/2018 10:07:44,250.52
UOB,SimCorp,Deposit,01/08/2018 18:40:55,116.67
Finanz Informatik,Samsung,CDS,10/11/2018 20:39:57,47.51
UOB,Google,Equity,26/08/2018 19:34:39,278.96
Finanz Informatik,Amazon,Options,14/11/2018 21:06:55,213.50
Deutsche Bank,Google,Loan,11/03/2018 15:57:40,208.83
UOB,Google,CDS,06/12/2018 15:24:14,31.32
Fannie Mae,Apple,Futures,26/11/2018 22:19:49,197.76
UOB,Toyota,Options,16/08/2018 13:53:55,185.24
UOB,Ford,Futures,17/06/2018 03:35:39,84.30
Barclays,Samsung,Equity,06/04/2018 15:49:28,584.27
Finanz Informatik,Google,Loan,09/10/2018 01:38:09,153.70
UOB,SimCorp,Bond,10/06/2018 08:33:57,259.07
Finanz Informatik,Walmart,Bond,27/07/2018 21:32:16,225.89
Deutsche Bank,Amazon,Options,28/10/2018 17:36:42,356.73
Barclays,Amazon,Loan,03/01/2018 01:51:45,78.59
BNP Paribas,Samsung,Equity,03/07/2018 16:02:45,827.00
Bank of America,Amazon,Deposit,26/06/2018 08:51:13,385.17
Deutsche Bank,Samsung,Deposit,10/09/2018 21:23:05,313.10
BNP Paribas,Toyota,Loan,23/07/2018 20:14:06,435.79
Deutsche Bank,Samsung,Swap,01/09/2018 03:41:48,258.18
Fannie Mae,Walmart,Loan,05/04/2018 06:03:27,92.89
Finanz Informatik,Ford,Loan,11/11/2018 17:03:16,52.97
BNP Paribas,Toyota,Options,27/02/2018 20:57:06,96.54
Fannie Mae,Walmart,Swap,21/09/2018 10:29:04,222.18
UOB,Toyota,Swap,01/06/2018 18:34:58,199.25
BNP Paribas,Amazon,Equity,18/01/2018 10:07:08,126.37
Finanz Informatik,Ford,CDS,28/12/2018 16:58:33,124.88
Finanz Informatik,Ford,Swap,07/02/2018 08:50:03,160.53
Finanz Informatik,Ford,CDS,06/06/2018 19:27:53,38.12
Finanz Informatik,Amazon,CDS,08/01/2018 20:03:57,41.13
UOB,Apple,Deposit,01/05/2018 02:30:02,203.68
Bank of America,Apple,Swap,01/02/2018 08:13:18,299.60
Fannie Mae,Apple,Futures,19/11/2018 21:16:54,207.12
Finanz Informatik,Ford,Options,13/10/2018 07:10:21,360.40
Finanz Informatik,Amazon,Bond,22/10/2018 06:22:36,84.98
Deutsche Bank,Toyota,Equity,03/04/2018 16:35:58,12.81
UOB,Walmart,Equity,28/06/2018 16:31:13,161.66
Fannie Mae,Samsung,Swap,25/08/2018 19:02:37,511.72
Bank of America,Toyota,Swap,21/11/2018 13:43:13,38.49
Deutsche Bank,Google,Options,10/04/2018 17:13:35,547.97
Deutsche Bank,Google,Swap,23/04/2018 18:51:31,146.40
Deutsche Bank,Ford,Swap,17/04/2018 03:41:20,154.93
State Bank of India,Microsoft,Options,02/11/2018 23:17:37,346.11
Bank of America,Amazon,Deposit,20/12/2018 09:44:37,83.55
Deutsche Bank,Google,Deposit,04/05/2018 17:17:17,76.53
BNP Paribas,Samsung,Deposit,04/06/2018 10:38:02,200.62
Barclays,Microsoft,Equity,20/04/2018 05:11:53,191.76
Finanz Informatik,Apple,Loan,20/10/2018 18:31:07,171.14
Deutsche Bank,Apple,Swap,05/02/2018 17:34:22,309.55
Deutsche Bank,Toyota,Futures,14/04/2018 11:59:32,323.22
Bank of America,Amazon,CDS,24/06/2018 22:38:07,653.81
State Bank of India,SimCorp,Equity,04/11/2018 11:19:06,297.51
Deutsche Bank,Samsung,Bond,13/04/2018 15:41:59,90.51
UOB,Ford,Futures,23/11/2018 08:21:26,80.26
BNP Paribas,SimCorp,CDS,12/07/2018 05:29:29,81.08
Fannie Mae,Ford,Futures,08/09/2018 17:22:21,18.37
Fannie Mae,Walmart,Deposit,16/06/2018 21:09:22,10.91
BNP Paribas,Samsung,Deposit,26/11/2018 04:10:30,94.64
Fannie Mae,Google,Deposit,03/03/2018 21:33:40,279.37
State Bank of India,Apple,Futures,28/01/2018 11:37:11,94.88
BNP Paribas,Google,Loan,26/05/2018 07:04:34,531.47
Bank of America,Samsung,Futures,01/10/2018 01:48:37,160.61
Finanz Informatik,SimCorp,Deposit,25/01/2018 03:29:45,286.20
Bank of America,Ford,Options,05/05/2018 02:50:30,459.84
UOB,Ford,Deposit,15/06/2018 02:33:35,270.08
Deutsche Bank,Ford,Deposit,05/04/2018 14:21:19,54.07
UOB,Microsoft,CDS,16/05/2018 14:18:04,378.15
Fannie Mae,Microsoft,Loan,25/08/2018 09:38:17,636.08
Bank of America,Ford,CDS,24/12/2018 13:13:18,433.50
Deutsche Bank,SimCorp,Bond,28/07/2018 12:17:29,142.52
UOB,SimCorp,Swap,22/01/2018 08:42:10,890.17
State Bank of India,Apple,Deposit,07/09/2018 21:38:45,318.02
Finanz Informatik,Apple,Deposit,08/02/2018 16:17:44,524.36
BNP Paribas,Google,Loan,01/08/2018 02:57:37,256.65
UOB,Apple,Swap,17/06/2018 15:44:21,91.17
UOB,SimCorp,Swap,17/12/2018 18:41:50,59.71
BNP Paribas,Ford,Options,19/01/2018 20:44:11,157.88
State Bank of India,Apple,Options,04/01/2018 07:08:20,165.43
State Bank of India,Ford,Futures,14/07/2018 14:11:24,360.63
Finanz Informatik,Apple,Deposit,13/01/2018 21:29:50,315.62
State Bank of India,Walmart,CDS,04/03/2018 20:56:55,637.24
Deutsche Bank,Amazon,Loan,06/02/2018 03:34:03,297.99
Deutsche Bank,Amazon,Equity,23/06/2018 20:12:32,87.95
UOB,Microsoft,Options,22/10/2018 09:17:14,199.87
Deutsche Bank,Microsoft,Options,18/09/2018 01:46:41,262.60
Finanz Informatik,SimCorp,Loan,03/10/2018 13:23:13,321.19
Deutsche Bank,Amazon,Loan,14/07/2018 08:50:33,134.85
UOB,Amazon,CDS,12/12/2018 09:45:29,300.06
BNP Paribas,SimCorp,CDS,27/04/2018 09:01:45,660.70
State Bank of India,Apple,Deposit,28/02/2018 06:55:03,211.71
Fannie Mae,Google,Loan,13/01/2018 23:47:22,70.20
UOB,Samsung,Futures,06/08/2018 04:44:02,251.33
Finanz Informatik,Apple,Swap,25/02/2018 19:30:32,131.69
Barclays,Toyota,Loan,17/07/2018 20:10:39,247.65
Bank of America,Walmart,Futures,13/12/2018 03:41:14,820.28
Barclays,Ford,Futures,27/01/2018 02:21:14,789.37
Barclays,Microsoft,Futures,07/02/2018 02:36:49,98.66
State Bank of India,Apple,Equity,16/08/2018 16:41:54,10.66
BNP Paribas,Microsoft,Options,20/01/2018 13:16:13,528.28
Bank of America,Ford,Options,14/03/2018 08:14:15,338.37
Barclays,Samsung,Equity,25/07/2018 10:42:49,314.99
Barclays,Amazon,Options,16/05/2018 05:38:21,179.26
UOB,Amazon,Equity,24/07/2018 01:34:01,335.82
Barclays,Amazon,Equity,08/04/2018 06:05:04,45.28
UOB,SimCorp,CDS,04/04/2018 03:22:09,71.20
Deutsche Bank,Samsung,Deposit,16/01/2018 03:39:40,229.89
UOB,Toyota,CDS,24/04/2018 23:15:17,645.00
Fannie Mae,Walmart,Equity,24/03/2018 09:40:53,31.50
Deutsche Bank,Amazon,Loan,16/11/2018 14:39:09,312.13
Bank of America,Amazon,Loan,12/05/2018 04:46:28,182.62
UOB,Apple,Bond,05/05/2018 03:44:35,114.03
Barclays,Toyota,Loan,06/01/2018 10:22:49,57.58
Finanz Informatik,Apple,Options,20/12/2018 17:17:47,235.57
Bank of America,Google,Futures,25/04/2018 14:22:59,555.10
UOB,Apple,Swap,21/07/2018 20:08:18,355.59
UOB,Ford,Deposit,24/03/2018 18:32:09,172.97
UOB,Ford,Deposit,18/06/2018 06:22:01,325.21
BNP Paribas,Amazon,Bond,13/03/2018 06:09:03,79.28
Bank of America,Ford,Options,26/10/2018 15:26:12,164.35
BNP Paribas,Google,Loan,18/04/2018 21:15:27,93.56
Barclays,Google,Equity,26/07/2018 10:50:32,480.52
Bank of America,SimCorp,Swap,24/10/2018 20:20:04,512.38
UOB,Google,Options,17/12/2018 20:03:51,67.98
State Bank of India,Toyota,Equity,11/09/2018 11:49:04,358.83
UOB,Ford,Futures,16/10/2018 13:16:30,452.83
Bank of America,Google,Deposit,20/11/2018 08:31:12,347.71
Barclays,Ford,Swap,18/03/2018 21:20:16,162.59
BNP Paribas,Microsoft,Equity,07/02/2018 21:45:49,187.58
Bank of America,SimCorp,Futures,28/11/2018 19:49:19,66.77
State Bank of India,Walmart,Bond,04/10/2018 19:58:10,158.38
Fannie Mae,Apple,Bond,21/02/2018 07:56:46,108.60
Bank of America,Toyota,Deposit,14/11/2018 20:34:05,517.05
BNP Paribas,Apple,Loan,12/05/2018 10:12:28,215.34
State Bank of India,Walmart,CDS,25/10/2018 14:29:20,479.54
UOB,Apple,CDS,15/03/2018 06:51:11,87.89
Fannie Mae,Samsung,Swap,16/05/2018 04:44:40,91.25
BNP Paribas,SimCorp,Deposit,25/03/2018 22:04:57,262.29
Finanz Informatik,Microsoft,Swap,27/07/2018 01:21:07,38.56
Bank of America,Apple,Equity,06/09/2018 01:41:18,198.92
UOB,Samsung,CDS,18/10/2018 10:17:29,179.66
Fannie Mae,Ford,Equity,26/05/2018 23:55:21,178.50
UOB,Walmart,Deposit,22/07/2018 02:17:05,239.98
Finanz Informatik,Toyota,CDS,02/05/2018 13:37:10,849.24
UOB,Samsung,Deposit,27/04/2018 15:52:50,555.70
BNP Paribas,Amazon,Swap,25/09/2018 06:59:06,237.38
BNP Paribas,Google,Futures,09/06/2018 11:12:47,25.33
Finanz Informatik,Toyota,Futures,22/11/2018 23:49:32,124.72
Fannie Mae,Amazon,Loan,21/10/2018 22:52:59,121.96
Bank of America,SimCorp,Bond,12/05/2018 13:21:22,409.73
Barclays,Apple,Options,24/06/2018 08:55:01,541.52
Barclays,SimCorp,Options,10/12/2018 16:56:43,847.37
Bank of America,Google,Loan,24/06/2018 20:40:01,313.32
Deutsche Bank,SimCorp,Options,19/02/2018 03:52:50,135.62
BNP Paribas,Samsung,Bond,13/07/2018 02:01:11,412.07
Bank of America,Walmart,CDS,26/08/2018 06:45:08,46.70
Deutsche Bank,Ford,Options,08/09/2018 22:56:25,595.34
UOB,Apple,Deposit,11/05/2018 17:09:44,76.29
UOB,SimCorp,Swap,18/09/2018 23:49:55,775.84
Finanz Informatik,Toyota,Equity,20/12/2018 02:17:21,83.09
Fannie Mae,Walmart,Swap,26/11/2018 12:50:17,173.49
BNP Paribas,Apple,Equity,04/11/2018 05:58:52,71.92
BNP Paribas,Apple,Equity,25/11/2018 02:52:51,30.56
Barclays,Samsung,Futures,18/06/2018 07:33:07,223.03
Fannie Mae,SimCorp,CDS,09/12/2018 08:37:23,157.58
BNP Paribas,Amazon,Loan,11/01/2018 03:21:06,444.31
Bank of America,Ford,CDS,22/12/2018 08:36:38,861.76
Deutsche Bank,Samsung,Bond,04/12/2018 14:22:16,195.95
Barclays,SimCorp,Bond,05/02/2018 01:32:23,304.81
State Bank of India,SimCorp,Bond,14/11/2018 04:54:40,55.63
Deutsche Bank,Ford,Equity,24/12/2018 06:20:17,220.12
UOB,Apple,Options,12/06/2018 04:57:29,775.85
UOB,Google,Options,28/09/2018 05:44:12,636.66
Deutsche Bank,Toyota,Bond,23/07/2018 11:20:06,456.13
Deutsche Bank,Microsoft,Futures,21/04/2018 19:54:40,283.58
Fannie Mae,Amazon,Deposit,07/06/2018 12:26:26,203.99
Bank of America,Google,Deposit,05/12/2018 02:04:02,663.46
UOB,Samsung,Equity,02/11/2018 13:46:15,645.76
Finanz Informatik,Apple,CDS,21/02/2018 06:51:33,238.25
BNP Paribas,Ford,Bond,12/08/2018 13:27:27,109.74
Deutsche Bank,Samsung,Bond,16/07/2018 09:15:55,97.55
Deutsche Bank,Google,Futures,10/10/2018 10:26:41,309.15
Fannie Mae,SimCorp,CDS,27/05/2018 21:44:31,244.43
BNP Paribas,Microsoft,Bond,12/04/2018 10:05:12,273.65
BNP Paribas,Ford,Equity,15/08/2018 20:26:18,240.08
Fannie Mae,Toyota,Equity,13/03/2018 06:12:36,306.80
Bank of America,Toyota,Futures,18/12/2018 10:05:09,395.20
Finanz Informatik,Microsoft,Bond,26/11/2018 07:23:05,383.11
Barclays,Amazon,Equity,11/07/2018 08:08:52,170.04
Fannie Mae,SimCorp,Options,21/11/2018 07:31:12,221.52
UOB,Microsoft,Swap,18/05/2018 21:39:17,1.08
UOB,Google,CDS,06/06/2018 05:31:54,83.69
Finanz Informatik,Google,Loan,21/03/2018 21:37:13,213.79
UOB,Google,Bond,10/10/2018 05:32:50,100.57
Deutsche Bank,Samsung,Options,09/09/2018 03:43:09,466.38
UOB,Walmart,CDS,23/09/2018 14:02:40,441.77
Finanz Informatik,Amazon,Equity,11/09/2018 16:03:58,488.49
Deutsche Bank,Toyota,Bond,19/02/2018 11:39:34,12.95
Fannie Mae,SimCorp,Futures,24/08/2018 04:32:22,607.41
Fannie Mae,Samsung,Equity,06/02/2018 06:42:49,773.10
BNP Paribas,Toyota,Bond,27/09/2018 02:35:32,201.95
State Bank of India,SimCorp,CDS,17/01/2018 19:56:33,20.71
Fannie Mae,Toyota,Bond,24/05/2018 18:29:52,254.29
Deutsche Bank,Samsung,Loan,16/04/2018 10:26:47,419.63
Bank of America,Ford,Loan,25/08/2018 17:08:11,517.34
Finanz Informatik,Google,Swap,13/02/2018 09:45:41,258.69
Bank of America,Toyota,CDS,17/08/2018 02:11:26,212.07
Finanz Informatik,Google,Swap,18/02/2018 04:21:23,111.40
Deutsche Bank,Microsoft,Loan,03/07/2018 14:52:11,113.55
Deutsche Bank,Toyota,Swap,05/06/2018 20:21:41,219.76
Bank of America,Toyota,CDS,01/05/2018 04:16:52,24.17
BNP Paribas,Amazon,Equity,15/09/2018 08:26:08,170.09
Fannie Mae,Apple,Options,14/04/2018 15:14:24,56.35
UOB,Toyota,Loan,18/09/2018 23:34:52,740.48
Finanz Informatik,Ford,CDS,05/07/2018 07:33:13,475.13
Barclays,Google,Equity,16/01/2018 12:06:27,836.79
State Bank of India,Samsung,Swap,14/09/2018 09:02:30,410.41
Deutsche Bank,Walmart,CDS,20/08/2018 06:18:03,45.84
BNP Paribas,Apple,Futures,10/01/2018 14:32:20,38.63
UOB,Google,Swap,01/02/2018 11:04:02,30.82
Finanz Informatik,Apple,Equity,03/05/2018 20:35:33,39.65
Fannie Mae,Apple,Loan,09/09/2018 21:25:51,136.83
UOB,Toyota,Loan,20/12/2018 15:36:32,309.66
Fannie Mae,Microsoft,Swap,27/05/2018 01:52:02,162.75
BNP Paribas,Ford,Swap,26/10/2018 19:48:15,526.50
BNP Paribas,Google,CDS,27/02/2018 14:41:11,166.01
Finanz Informatik,Apple,Bond,05/02/2018 22:04:57,371.04
BNP Paribas,Amazon,Swap,26/11/2018 20:43:32,256.13
UOB,Amazon,CDS,05/06/2018 23:35:51,38.25
Finanz Informatik,Toyota,Loan,07/07/2018 23:58:51,173.14
UOB,Samsung,Futures,03/07/2018 15:20:50,629.12
UOB,Google,Equity,18/11/2018 21:20:34,42.44
Finanz Informatik,Google,Options,26/05/2018 09:05:22,264.68
State Bank of India,Samsung,Swap,04/01/2018 23:52:11,592.26
Deutsche Bank,Toyota,Options,15/04/2018 05:33:29,201.37
Deutsche Bank,Amazon,Swap,17/06/2018 14:17:05,348.88
Bank of America,Ford,Equity,06/04/2018 23:16:04,484.75
BNP Paribas,Google,Equity,16/06/2018 15:35:15,483.88
UOB,Walmart,Futures,09/04/2018 12:58:26,645.79
Deutsche Bank,Samsung,Options,27/08/2018 16:31:20,280.89
State Bank of India,SimCorp,Deposit,09/03/2018 12:12:27,66.12
State Bank of India,Apple,Equity,26/12/2018 23:29:55,879.26
BNP Paribas,Samsung,Options,26/03/2018 06:36:35,714.45
BNP Paribas,Microsoft,Equity,21/05/2018 08:50:14,436.32
Finanz Informatik,SimCorp,Options,16/07/2018 17:36:36,838.47
Fannie Mae,Walmart,Loan,14/05/2018 04:53:35,680.10
UOB,Walmart,Swap,25/01/2018 18:53:49,56.33
Fannie Mae,Microsoft,Swap,12/02/2018 12:17:06,126.70
Deutsche Bank,Apple,Swap,19/07/2018 12:53:43,171.97
Barclays,Microsoft,Swap,27/11/2018 16:33:30,574.07
UOB,Toyota,Futures,24/02/2018 22:40:13,534.74
UOB,Samsung,Swap,13/02/2018 20:43:26,12.05
UOB,Google,Swap,05/08/2018 20:22:02,155.85
State Bank of India,Samsung,Futures,11/10/2018 20:37:47,138.05
UOB,Toyota,CDS,22/11/2018 15:18:45,502.93
